bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
3,2.5,2020,1159,3,0,3,3,2020,0,2000,0,720000
3,1.75,2000,9416,1,0,0,4,2000,0,1961,2001,374000
2,1.75,1100,7600,1,0,0,3,1100,0,1980,0,189650
1,1,960,40946,1,0,0,5,960,0,1945,0,420850
4,2.75,3488,9614,2,0,0,3,3488,0,1998,2006,815000
2,1.75,1890,9466,2,0,0,3,1890,0,1987,2000,1065000
4,2,2030,8120,2,0,0,3,2030,0,1950,2005,199000
3,1.75,1380,7350,1,0,0,3,990,390,1981,2013,195000
4,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,1506000
3,2.25,1870,3230,2,0,0,3,1870,0,1997,0,288400
4,2.25,2080,12007,1,0,0,4,1220,860,1979,0,442000
4,2.75,2450,14803,2,0,0,4,2450,0,1988,0,619420
4,2.25,2750,6180,1,0,0,4,1500,1250,1948,0,635000
3,1,1240,4842,1,0,0,4,1240,0,1916,0,210000
3,2.5,1900,7604,2,0,0,3,1900,0,1990,2009,512500
3,2.5,2540,6093,2,0,0,3,2540,0,1999,0,567000
3,2.75,2100,10362,2,0,0,3,1510,590,1998,2006,525000
4,2,1790,2250,1,0,2,4,840,950,1909,1989,475000
3,2,1170,7258,1,0,0,3,1170,0,1984,0,250000
3,1,1060,9126,1,0,2,5,1060,0,1956,0,220000
5,2,1930,6120,1.5,0,0,3,1930,0,1941,1969,230000
3,2,1540,7947,1,0,0,3,1120,420,1961,2004,385500
5,3,2876,13927,1,0,2,4,1970,906,1973,0,895000
3,2.5,2150,7484,2,0,0,3,2150,0,1988,2000,368250
2,1,1140,5500,1,0,0,3,1140,0,1947,2012,249900
3,1.5,980,7790,1,0,0,5,980,0,1969,0,350000
3,1.75,1230,13056,1,0,0,4,1230,0,1962,0,175000
3,1.75,1390,10905,1,0,0,3,860,530,1957,2000,270000
3,3.5,2380,6250,2,0,3,3,1670,710,1997,0,495000
3,3.25,3690,7200,2,0,0,3,3690,0,2007,0,1580000
5,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,542500
3,1,1250,9126,1,0,0,3,1250,0,1969,2010,330000
4,2.75,2290,6120,2,0,0,4,2170,120,1926,1993,1003000
2,1,790,5240,1,0,0,4,790,0,1925,1968,299800
3,2.5,2720,6014,2,0,0,3,2720,0,2002,0,299900
4,2.75,2550,8632,1,0,0,3,1700,850,1972,2002,691000
2,1,1080,3899,1,0,0,4,1080,0,1972,0,195000
3,1.75,2470,9620,1,0,1,4,1570,900,1962,0,405000
2,0.75,850,7710,1,0,2,5,550,300,1909,1988,360000
3,2.5,1990,8991,1,0,0,3,1570,420,1969,2010,256750
3,2.25,1800,10500,2,0,0,3,1800,0,1995,0,332500
5,4,4850,36450,2,0,0,3,4850,0,1977,2004,975000
3,1,1020,7874,1,0,0,3,1020,0,1956,2001,218000
3,2.5,2420,49928,2,0,0,3,1860,560,1985,0,429000
4,2.5,2910,5776,2,0,2,3,2910,0,1998,2006,589000
3,1.5,1060,9039,1,0,0,3,1060,0,1973,2013,255000
4,2.5,2340,6420,1,0,2,3,1590,750,1964,2000,668750
4,2.75,1800,5453,1,0,0,3,1050,750,2002,0,344500
4,2,1660,6150,1,0,0,3,850,810,1945,2010,452000
3,1.75,1300,62290,1,0,0,3,1300,0,1983,2009,540000
3,1.5,1780,23819,1,0,0,3,1780,0,1953,0,246000
2,1,1030,4841,1,0,0,3,920,110,1939,1969,535000
4,3.25,2790,5420,1,0,3,3,1130,1660,1963,2013,970000
3,1,1150,3000,1,0,0,5,1150,0,1906,0,430000
4,2.5,3290,11446,2,0,0,3,3290,0,1992,0,520000
4,2.5,3400,247421,2,0,0,3,3400,0,2001,0,712000
2,1,1200,4000,1,0,0,3,1070,130,1940,1996,450000
4,2.5,2160,8005,2,0,0,3,2160,0,1993,0,220000
3,1,1450,4000,1,0,1,4,950,500,1948,0,525000
4,2.5,3240,3600,2,0,0,3,2060,1180,2008,0,1220000
3,2,1470,1691,2,0,0,3,1000,470,2007,0,540000
4,2.5,2360,5226,2,0,0,3,2360,0,2001,0,600000
3,2.25,2230,9053,2,0,0,4,2230,0,1987,0,600000
4,2.5,2630,48706,2,0,0,3,2630,0,1986,0,625000
3,1,1010,25000,1,0,0,3,1010,0,1966,1963,150000
3,2.25,1445,1471,2,0,0,3,1300,145,2003,0,389999
3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,285000
4,2.75,2830,13059,2,0,0,3,2830,0,1998,2006,744000
4,2.5,3010,46173,2,0,0,3,3010,0,1996,0,700000
4,2.25,2000,9000,1,0,0,4,2000,0,1978,2000,318989
3,2.25,2020,3600,2,0,0,3,2020,0,1998,2006,556000
3,2.5,2030,6326,2,0,0,3,2030,0,1993,0,275000
3,2.75,2550,11160,2,0,0,3,2550,0,1994,0,430000
2,1,970,13700,1,0,0,3,970,0,1949,1998,300000
3,1.75,1540,12446,1,0,0,5,1540,0,1967,0,396450
2,1,1396,111949,1,0,0,3,1396,0,1940,1997,225000
4,3.25,2780,7875,2,0,0,3,2780,0,2006,0,700000
6,2,2220,8797,1,0,0,3,2220,0,1977,2004,260000
4,3.5,2350,13402,2,0,3,3,1670,680,1994,0,655000
3,2.25,2760,40946,2,0,0,5,2760,0,1978,0,1185000
3,2.5,4460,26027,2,0,0,3,4460,0,1992,0,1550000
3,2,1440,4421,1,0,0,3,1440,0,2007,0,413800
5,3.75,5330,6000,2,0,2,3,3570,1760,2006,0,950000
4,2.5,2220,4228,2,0,0,3,2220,0,2014,0,334990
5,4.75,5305,8401,2,0,2,3,3745,1560,2005,0,2700000
3,4,3880,13095,2,0,3,3,3700,180,2009,0,1030000
4,3.25,3810,8519,1,0,1,3,2680,1130,2007,0,1130000
3,3,1960,1168,2,0,0,3,1600,360,2007,0,556000
3,2.5,1530,1131,3,0,0,3,1530,0,2009,0,360000
4,2.25,3250,34293,2,0,0,4,3250,0,1983,0,480000
3,2.5,1750,7208,2,0,0,3,1750,0,1994,0,324000
4,3.25,3440,35021,2,0,0,3,3440,0,1983,2009,1050000
1,0.75,1170,14149,1,0,0,5,880,290,1962,0,275000
3,1,870,5330,1,0,0,3,870,0,1969,2014,180000
4,2.5,2930,18199,2,0,0,3,2930,0,1998,2006,749000
3,2.5,3160,12824,1,0,2,4,1820,1340,1966,0,1600000
2,1,800,3330,1,0,0,3,800,0,1918,0,373500
4,2.5,2350,8001,2,0,0,4,2350,0,1987,0,770000
2,1.75,1060,16470,1,0,0,3,1060,0,1977,2004,356000
3,1.75,2060,12558,1,0,0,4,1350,710,1984,0,625000
2,1.75,1560,1750,1,0,0,4,780,780,1904,0,494400
4,1.75,3000,42200,1,0,3,3,1500,1500,1950,2005,585000
3,1.5,1660,4800,2,0,0,3,1660,0,1907,1983,926300
3,1.75,1650,5100,1,0,0,5,1040,610,1908,0,600000
4,3,3220,8936,2,0,0,3,2450,770,1990,2009,430000
3,1.5,2320,7500,1,0,0,3,2320,0,1976,0,307000
4,2.75,2750,14982,1,0,3,3,1720,1030,1981,2013,604700
3,1,910,6000,1,0,0,2,910,0,1956,0,219900
2,1.5,840,867,2,0,0,3,840,0,2005,0,270000
3,2.25,1470,1578,2,0,0,3,1090,380,2007,0,432000
6,2,2040,10812,1,0,0,4,2040,0,1943,0,300000
3,1,1100,4046,1.5,0,4,4,1100,0,1922,0,361000
2,1,940,8532,1,0,0,4,940,0,1959,0,249950
3,2,1110,10500,1,0,0,5,1110,0,1978,0,320000
4,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,305000
2,1.75,2860,59612,1,1,4,3,1510,1350,1948,2003,503000
2,1,740,11250,1,0,0,2,740,0,1938,0,235750
4,1.75,2740,8520,1,0,2,3,1370,1370,1954,2005,657000
3,1,1250,7300,1,0,0,4,1250,0,1956,0,385000
4,2.5,3140,8060,2,0,0,3,3140,0,1991,0,389950
2,1,820,10270,1,0,0,3,820,0,1954,2005,150000
4,2.75,2570,7264,2,0,0,3,1720,850,1998,2006,254500
4,2.25,2350,8140,1,0,0,4,1430,920,1977,0,555000
4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,1075000
4,2,1580,8000,1,0,0,3,1040,540,1967,2011,245000
2,1,1070,5824,1,0,2,5,1070,0,1949,0,319950
3,1,1070,6109,1,0,0,5,1070,0,1951,0,337000
4,2,1640,5000,2,0,0,3,1640,0,1907,1983,492000
3,2.75,2890,12130,2,0,3,4,2830,60,1987,0,1170000
3,1,1220,7876,1,0,0,3,1220,0,1966,1963,348580
2,1,1400,4500,1,0,0,3,900,500,1922,2008,180000
3,1,1040,6250,1,0,0,3,1040,0,1942,1999,400000
4,2,980,10640,1,0,0,5,980,0,1978,0,295000
4,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,910000
6,4.5,6040,219542,2,0,0,3,4100,1940,1996,0,1150000
3,3.5,1900,1612,2,0,0,3,1430,470,2008,0,431500
4,1.5,1740,7292,1,0,0,3,1020,720,1962,2003,180000
3,2,2000,3207,1,0,0,4,1100,900,1916,0,677000
3,1.75,1610,7200,1,0,0,3,1090,520,1973,2013,1180500
4,2.5,3240,13978,1,0,0,3,1860,1380,1977,2004,635700
5,2.25,2230,9600,1,0,0,3,1320,910,1978,0,482000
2,2.5,1160,2174,2,0,0,3,1160,0,1998,2006,168000
4,2.75,2410,6000,1,0,0,5,1410,1000,1950,0,805000
2,1,590,10945,1.5,0,0,3,590,0,1983,2009,398000
4,2.5,2600,17388,2,0,0,3,2600,0,1996,0,665000
4,3,2170,8240,1,0,0,4,1370,800,1968,0,592500
4,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,940000
4,2.5,2860,12394,2,0,0,3,2860,0,1999,0,655000
4,2.5,2980,8107,2,0,0,3,2980,0,2000,0,622500
2,2.5,1230,987,2,0,0,3,1060,170,2011,0,380000
4,1.75,2260,7005,1,0,1,4,1130,1130,1947,1988,648360
3,2.75,2200,14925,1,0,0,3,1100,1100,1982,0,432000
4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,1050000
2,1,1060,1600,2,0,0,3,1060,0,1979,2014,353250
4,3,4260,18687,2,0,0,3,4260,0,1996,0,1000000
3,2.25,998,844,2,0,0,3,798,200,2007,0,320000
4,2.5,2052,3723,2,0,0,3,2052,0,2014,0,349900
4,3.5,3150,6202,2,0,0,3,3150,0,2005,0,330000
3,2.25,1950,7221,1,0,0,4,1950,0,2006,0,408000
3,2.25,1347,1292,3,0,0,3,1347,0,2010,0,321000
4,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,1051000
4,5.5,5060,10320,2,0,0,3,5060,0,2008,0,2150000
3,1.5,1360,885,3,0,0,3,1360,0,2008,0,359000
5,2.5,2760,6000,2,0,0,3,2760,0,2006,0,300000
5,3.5,2420,4670,2,0,0,3,2420,0,2013,1923,380000
3,2.5,2450,4332,2,0,0,3,2450,0,2010,0,660000
3,2.25,1280,959,3,0,0,3,1280,0,2005,0,355000
3,2.5,1550,3569,2,0,0,3,1550,0,2011,0,259000
1,1,550,1279,2,0,0,3,550,0,2008,0,353000
2,2.5,1520,1588,2,0,0,3,1240,280,2007,0,430000
3,1,1670,4005,1.5,0,0,4,1170,500,1939,1989,460000
1,0.75,430,5050,1,0,0,2,430,0,1912,0,80000
4,2.5,2380,9614,2,0,0,4,2380,0,1991,0,782000
3,1,960,9633,1,0,0,5,960,0,1982,0,218000
3,1,1920,6862,1,0,2,3,1120,800,1952,2008,325000
4,3,3680,5854,1,0,3,3,2060,1620,1967,2011,980000
4,2.25,2530,9200,1,0,0,5,1570,960,1976,0,902000
5,2.5,3840,16905,2,0,0,3,3840,0,1991,0,556000
3,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,662990
2,1,1300,11867,1.5,0,0,4,1300,0,1975,0,225000
4,2.5,2380,12067,2,0,0,3,2380,0,2002,0,439950
2,1,1300,44431,1,0,0,5,1300,0,1958,0,175000
2,1,780,13500,1,0,0,4,780,0,1946,1989,306000
4,2.5,1810,39639,1,0,0,3,1230,580,1970,2014,235000
3,1.75,2420,12676,2,0,0,3,2420,0,1911,1986,399500
3,1,1280,2580,1.5,0,0,3,1280,0,1910,2014,478000
2,1,1680,6500,1,0,0,4,1140,540,1941,1998,515000
3,2.5,2510,5400,2,0,0,3,2510,0,1992,0,550000
3,1,1700,8645,1,0,0,3,1700,0,1955,2005,149000
3,1.75,1680,3420,1,0,0,3,960,720,1992,0,526000
1,0.75,820,59677,1,0,0,3,820,0,1999,0,527550
3,4,4380,42769,2,0,0,5,4380,0,1983,0,1050000
3,2.5,2600,10092,1,0,0,3,2600,0,1984,0,625000
5,3.25,3400,7452,2,0,0,3,3400,0,1999,0,950000
5,1.75,2120,8399,1,0,0,4,1320,800,1942,1982,377691
4,2.75,2250,5700,1,0,0,3,1200,1050,1951,1994,648475
3,1,1800,5612,1,0,0,4,1200,600,1942,1982,383000
3,2.5,2210,7620,2,0,0,3,2210,0,1994,0,535000
3,2,1560,4080,2,0,0,3,1560,0,1923,1982,449950
4,2.75,2430,20720,1,0,0,3,2430,0,1967,2011,465425
4,2.5,2560,36601,2,0,0,4,2560,0,1987,0,675000
3,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,599000
3,1.5,1110,9762,1,0,0,4,1110,0,1963,0,416000
2,1.5,1030,4500,1,0,0,3,830,200,1924,2011,595000
4,1,1350,11507,1,0,0,3,1350,0,1966,1963,200000
3,2,1540,1827,2,0,0,3,1540,0,2005,0,402000
4,1.75,1830,9600,1,0,0,4,1010,820,1966,0,433000
4,1.5,1930,15531,2,0,0,3,1930,0,1979,2014,275000
3,2,1650,9641,1.5,0,0,3,1650,0,1983,2009,410000
4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,554820
4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,1325000
3,2.5,2390,9157,2,0,0,3,2390,0,1984,0,735000
3,1,1230,8114,1,0,0,4,1230,0,1951,1999,607000
4,3,2830,213879,2,0,0,4,2830,0,1987,0,549900
3,1.75,1620,7540,1,0,0,3,1310,310,1988,2000,258000
4,4,2290,6250,1.5,0,0,5,1690,600,1940,0,661254
4,2,2840,13367,1,0,0,3,1420,1420,1952,2008,945000
4,3.5,4220,196817,2,0,0,3,4220,0,1993,0,799950
3,1,1080,10500,1,0,0,3,1080,0,1967,2011,132500
3,1.75,1620,8645,1,0,0,3,1190,430,1973,2013,467100
4,3.5,4390,11600,2,0,3,3,3060,1330,1990,2009,1610000
3,1.75,1620,3975,1,0,0,5,940,680,1926,0,641000
3,1,1010,11244,1,0,0,4,1010,0,1947,1988,350000
4,2.5,1750,8476,1,0,0,4,1240,510,1983,0,335000
3,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0,900000
4,2.5,2560,10400,1,0,0,4,1280,1280,1965,0,440000
3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,464600
4,3.5,4740,172497,2,0,0,3,4740,0,2003,0,1200000
2,1,1340,7788,1,0,2,3,1340,0,1947,2012,300000
4,2,1590,6750,1,0,0,3,1590,0,1951,1994,670500
3,1,1430,5000,1,0,0,4,1080,350,1919,1985,552000
4,1,1450,8960,1,0,0,3,1450,0,1943,2002,244000
4,2.75,3500,7200,2,0,0,3,3500,0,2005,0,788600
3,2,1630,8702,1,0,0,3,1630,0,1987,2000,445000
4,1.75,1814,5000,1,0,0,4,944,870,1951,1999,530000
2,1,580,7500,1,0,0,3,580,0,1943,2002,90000
3,2,1670,4572,1.5,0,0,3,1670,0,1931,0,585000
2,2,1140,8282,1,0,0,3,1140,0,1924,2009,498000
2,1,800,6380,1,0,2,3,800,0,1940,1996,379000
3,1.75,1300,2580,1,0,0,5,820,480,1919,1934,462000
4,2.5,2440,7155,2,0,0,3,2440,0,1993,0,388000
3,2,1490,8371,1.5,0,0,3,1490,0,1984,0,255000
3,2.75,1800,9550,1,0,0,4,1320,480,1966,0,665000
3,2,1830,9152,1,0,0,5,1830,0,1959,0,550000
3,1,1500,3920,1,0,0,3,1000,500,1947,2012,606000
4,2.5,2210,6080,1,0,2,4,1410,800,1965,0,334000
3,2,1270,1323,3,0,0,3,1270,0,2006,0,360000
2,1,1140,1730,1.5,0,0,3,1010,130,2007,0,235000
3,2.5,1620,1173,3,0,4,3,1470,150,2008,0,580000
3,2,1220,1186,3,0,0,3,1220,0,2007,0,355000
2,2.5,750,1430,2,0,0,3,750,0,2006,0,375000
4,1.75,1960,9300,1,0,0,5,1340,620,1979,0,372000
3,1,1370,3000,1.5,0,0,3,1370,0,1924,2011,479000
5,4,4580,4443,3,1,4,3,4580,0,2004,2003,2000000
4,4.25,5584,68257,2,0,0,3,5584,0,1998,2006,1680000
2,1,1010,4320,1,0,0,5,1010,0,1924,1956,501000
3,1.75,1260,6908,1,0,0,3,1260,0,1994,0,245000
3,2.5,1740,5782,2,0,0,4,1740,0,1989,0,496700
4,1.5,2670,10026,2,0,0,3,2670,0,1996,0,347000
2,1,720,7200,1,0,0,5,720,0,1943,0,199000
3,2.5,2460,4399,2,0,0,3,2460,0,2007,0,440500
4,2.5,3670,7000,2,0,0,3,3670,0,2005,0,820000
4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,325000
3,1.75,1570,8459,1,0,0,3,1570,0,1991,0,195000
3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,675000
3,2.5,1560,4200,2,0,0,3,1560,0,2003,0,295000
3,2.5,1620,7410,1,0,0,5,1620,0,1955,0,355300
3,1,1140,5000,1,0,0,3,1140,0,1960,2012,276000
2,1.5,2730,19877,1,0,0,4,1570,1160,1976,1992,460000
3,2,2130,35169,1,0,0,4,2130,0,1989,0,880000
3,2.5,1780,4050,2,0,0,3,1780,0,2001,0,370000
4,2.5,2100,3916,2,0,0,3,2100,0,2009,0,346000
3,1,1140,8800,1,0,0,3,1140,0,1972,2002,172500
3,1.5,1690,9144,1,0,0,4,1140,550,1956,0,379950
2,1,1160,6000,1,0,0,4,860,300,1942,1982,468000
4,2.75,1720,6270,2,0,0,3,1720,0,1978,0,477000
3,1,1210,3328,1.5,0,0,4,1210,0,1924,0,529000
3,1.5,1255,1374,3,0,0,3,1255,0,2004,2003,312000
2,1,880,7683,1,0,0,3,880,0,1942,1999,326100
3,1,1050,9206,1.5,0,0,3,1050,0,1954,2005,360000
3,1.75,1650,12940,1,0,0,4,1650,0,1961,2001,438000
3,1,1570,9467,1,0,0,3,1570,0,1954,2005,360000
4,2.5,2920,7200,1,0,3,3,1470,1450,1921,2006,1050000
4,3,3000,4000,1.5,0,3,3,1970,1030,1913,2014,688000
3,1.75,1850,7735,1,0,0,4,1850,0,1983,0,585000
3,2.5,1440,7741,1,0,0,4,1000,440,1983,0,265000
3,1.75,1440,8775,1,0,0,3,1440,0,1973,2013,375000
3,1,1810,12375,2,0,0,3,1810,0,1970,2014,326500
2,1,1180,9350,1,0,0,3,1180,0,1918,0,160000
4,3.75,3070,5850,2,0,0,5,2400,670,1927,0,1570000
5,2.75,3390,5211,2,0,0,3,3390,0,2004,2003,735000
2,1,1470,6120,1,0,0,2,1470,0,1940,0,400000
4,2.5,2680,7200,1,0,0,3,1380,1300,1952,2013,800000
4,2.25,2290,10687,2,0,0,3,2290,0,1978,0,949880
3,1.75,1980,8100,1,0,0,4,1310,670,1949,1985,405000
4,2.5,2870,9292,2,0,0,3,2540,330,1979,2014,399000
3,2,1840,4750,1,0,0,5,1010,830,1951,0,730001
4,3.25,4060,13000,2,0,3,3,4060,0,2000,0,1795000
3,2,1630,8018,1,0,0,3,1630,0,2003,0,260000
2,2,1880,5400,1.5,0,0,3,1880,0,1902,0,751750
3,1.75,1780,13095,1,0,0,4,1780,0,1983,0,325000
4,2,2330,6250,1,0,0,4,1400,930,1941,1998,344950
3,1.75,1840,4030,1,0,0,5,1050,790,1925,0,457500
5,2,2330,10750,1,0,0,4,1190,1140,1962,0,389000
4,2.5,3200,6473,2,0,0,3,3200,0,2005,0,515000
3,2.5,2330,1987,2,0,4,3,1410,920,2004,2003,732000
3,2.25,1950,8868,1,0,0,3,1350,600,1964,2000,415000
4,3.5,3080,4815,2,0,3,3,2300,780,1937,2009,1655000
2,1,1040,5527,1,0,0,3,1040,0,1951,1994,535000
4,4.25,1960,3565,2,0,0,3,1960,0,1940,2003,540000
5,3,2750,3800,1.5,0,0,5,1750,1000,1926,0,525000
3,1.75,1930,36210,1,0,0,3,1930,0,1977,2004,570000
5,4.5,4850,40902,2,0,0,3,4850,0,2001,0,569950
4,2.5,1982,6406,2,0,0,3,1982,0,2004,2003,283200
3,2.75,2640,4050,1.5,0,0,5,1750,890,1926,0,1100000
4,2.5,1850,50662,1,0,0,3,1430,420,1978,0,830000
4,2.25,1940,9144,1,0,0,4,1430,510,1956,0,495000
5,3,2840,7199,1,0,0,3,1710,1130,2003,0,292050
5,1.5,1900,10226,1,0,0,3,1130,770,1961,2004,415000
5,1,1410,6400,1,0,0,5,960,450,1955,0,295832
4,2.5,2520,8515,2,0,0,3,2520,0,1999,0,450000
4,3.75,3160,9525,2.5,0,0,3,3160,0,1997,0,1381000
4,3,3720,29043,2,0,0,3,3720,0,1991,0,857000
3,3.5,1820,1501,2,0,0,3,1430,390,2014,0,499950
3,2,1560,8640,1,0,0,5,1560,0,1967,0,465000
3,1,1600,5952,1,0,0,4,1150,450,1964,0,329000
3,2,1230,11502,1,0,0,4,1230,0,1984,0,475000
3,1,960,8100,1,0,0,3,960,0,1955,2005,255000
3,1,1270,4000,1.5,0,2,3,1270,0,1928,1954,435000
3,2.5,2810,7700,2,0,0,3,2810,0,2001,0,685000
2,2.5,2160,5581,1,0,0,3,2160,0,2002,0,715000
3,3,2520,2152,1.5,0,0,3,1560,960,1925,2006,780000
2,1.5,1180,844,2,0,0,3,990,190,2005,0,345000
4,2.25,1810,4970,2,0,0,3,1810,0,2003,0,355000
3,2.5,1680,15711,1,0,0,3,1240,440,1994,0,282000
3,1,910,5250,1,0,0,4,910,0,1971,0,244000
3,3.75,3250,5797,2,0,2,4,2370,880,1951,1999,967500
3,1.5,2000,7294,1,0,0,3,1520,480,1965,1993,375000
3,3.25,3790,19000,2,0,4,3,3790,0,1985,0,1600000
3,1.75,2310,78844,1,0,0,3,1760,550,1977,2004,527500
3,2.25,2510,6339,1.5,0,2,5,1810,700,1932,2002,994000
3,1.75,1320,6205,1,0,0,5,1320,0,1948,1985,313000
3,2.25,2370,217800,2,0,0,3,2370,0,1979,2014,587000
3,1,900,7500,1,0,0,4,900,0,1972,0,304000
3,2.5,2540,7680,2,0,1,4,2540,0,1940,2001,675000
4,1,2100,9288,1,0,0,4,1050,1050,1968,0,305000
3,1,1200,6250,1,0,0,3,920,280,1943,2002,280000
5,4,3720,15200,2,0,0,3,3720,0,2005,0,960000
3,2.25,1760,4539,2,0,0,3,1760,0,1988,2000,500000
3,1.75,1670,7415,1,0,0,3,1320,350,1987,2000,274950
3,2.5,2420,8252,2,0,0,3,2420,0,1998,2006,455600
5,3,3480,15185,2,0,0,4,3480,0,1964,0,970000
4,2.5,1630,4473,2,0,0,3,1630,0,2003,0,312900
4,2.5,2340,5600,2,0,0,3,2340,0,1921,2013,535000
2,1,920,3780,1,0,0,3,920,0,1910,2006,427000
2,1,910,6490,1,0,0,3,910,0,1942,1999,405000
3,1,1150,4945,1,0,2,3,1150,0,1943,2002,480000
3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,725000
4,2.5,3250,235063,1,0,2,3,3250,0,1973,2013,293000
4,2,1930,6600,1,0,0,4,1030,900,1967,0,268000
4,3.5,3400,234352,2,0,0,3,2500,900,1991,0,475000
3,2.5,1590,2550,3,0,0,3,1590,0,1985,0,488000
4,2.5,3330,7399,2,0,0,3,3330,0,2009,0,760000
5,4.5,4590,14685,2,0,0,3,4590,0,2009,0,1710000
3,2.5,2610,7256,2,0,0,3,2610,0,2014,0,754950
3,2.5,1658,2700,2,0,0,3,1658,0,2014,0,263900
3,3.5,1600,1431,2,0,0,3,1240,360,2006,0,460000
3,3,1296,1051,3,0,0,3,1296,0,2009,0,399950
2,2.25,1280,835,2,0,0,3,1080,200,2009,0,370000
4,3,5940,11533,2,0,4,3,4950,990,2004,2003,1149000
4,3.25,2510,5311,2,0,0,3,2510,0,2009,0,450800
3,3.5,2710,3475,2,0,0,3,1650,1060,2005,0,627000
3,2.5,1750,1548,3,0,0,3,1750,0,2013,1923,495000
3,1,1430,19901,1.5,0,0,4,1430,0,1927,0,310000
4,1,1660,34848,1,0,0,1,930,730,1933,0,550000
2,1,1320,8865,1,0,0,4,1320,0,1943,0,215000
4,3,2580,209523,2,0,0,3,2580,0,1984,0,799000
4,2.5,2740,43101,2,0,0,3,2740,0,1993,0,630000
3,2.5,2495,4400,2,0,0,3,2495,0,2007,0,267000
6,2.75,2300,24773,1.5,0,0,4,2300,0,1950,1985,900000
3,1.5,1300,12240,1,0,0,3,1300,0,1963,2008,365000
4,2.5,2230,10414,1,0,0,5,1450,780,1974,0,544500
4,2.75,2020,2750,1,0,0,3,1010,1010,1917,2014,599000
4,2.25,2000,3800,2,0,0,3,2000,0,2001,0,815000
2,1,1060,8187,1,0,0,4,1060,0,1952,0,254000
2,1.75,2080,4800,1,0,0,5,1080,1000,1923,0,740000
3,2,2030,24829,1,0,0,4,1220,810,1979,0,225000
3,2.5,2690,7000,2,0,0,5,1840,850,1943,0,925000
4,2.5,3240,10800,1,0,0,3,2260,980,1946,0,1285000
3,2.5,1550,12920,2,0,0,5,1550,0,1999,0,537000
4,2,1480,3132,1,0,0,5,740,740,1910,0,335000
4,2.75,3040,2800,2,0,0,3,2100,940,1906,2014,840000
3,1.5,1560,7300,1,0,0,4,1040,520,1964,0,224000
3,2.5,2250,3757,2,0,0,3,2250,0,2006,0,395000
3,1,1100,4600,1,0,0,3,1100,0,1917,2009,450000
3,1,1700,6356,1.5,0,0,3,1700,0,1907,1983,681000
5,1.5,2680,28014,1,0,0,4,1450,1230,1963,0,898000
3,1,800,2296,1,0,0,4,800,0,1908,0,370000
2,1.75,1350,6315,1,0,0,3,1350,0,2005,0,429000
3,1,820,7680,1.5,0,0,3,820,0,1910,2006,150000
3,2.5,3160,4270,2,0,0,3,2650,510,2006,0,555000
3,2.75,1720,28000,1,0,0,4,1720,0,1958,1972,326000
3,2.5,1680,6755,2,0,0,3,1680,0,1994,0,225000
3,1.75,1300,7958,1,0,0,3,1300,0,1996,0,245100
3,2.5,2190,10370,2,0,0,3,2190,0,1987,2000,665000
3,2.5,1720,4006,2,0,0,3,1720,0,1994,0,535000
3,1,1160,11776,1,0,0,3,1160,0,1968,1997,305000
7,4,3150,34830,1,0,0,3,3150,0,1957,2005,999000
3,1.75,1210,8075,1,0,0,4,1210,0,1983,0,215000
3,1.75,1980,5100,1,0,0,3,1270,710,1965,1993,432500
4,2.5,2990,5669,2,0,0,3,2990,0,2003,0,655000
3,1.5,1430,9600,1,0,0,4,1430,0,1966,0,266200
3,2.5,2060,4030,2,0,0,3,2060,0,1999,0,244615
4,3,2230,52983,2,0,0,3,2230,0,1991,0,460000
4,2.5,3090,18645,2,0,0,3,3090,0,1995,0,370000
6,3.25,4250,23326,1,0,3,3,2150,2100,1967,2011,465000
3,2.5,1970,23180,1,1,4,3,1100,870,1937,1998,1175000
2,2,1700,3171,1,0,0,5,850,850,1927,0,189000
3,2.5,2510,5503,2,0,2,3,2510,0,1995,0,820000
6,2.75,3610,17580,1,0,4,5,2070,1540,1959,0,968000
4,3.25,2980,7000,2,0,3,3,2140,840,1900,2014,1400000
3,1.75,1610,6480,1,0,0,4,1610,0,1947,1988,438750
4,2.75,3650,6982,2,0,2,4,2530,1120,1951,2003,1210000
4,2,2510,38141,1,0,0,3,2510,0,1960,2012,600000
